Wavelength (nm),PY3 (mm-1/(mg/g)),PY65 (mm-1/(mg/g)),PY74 (mm-1/(mg/g)),PY100 (mm-1/(mg/g)),PY154 (mm-1/(mg/g)),PY175 (mm-1/(mg/g)),PR122 (mm-1/(mg/g)),PR170 (mm-1/(mg/g)),PR202 (mm-1/(mg/g)),PV15 (mm-1/(mg/g)),PV19 (mm-1/(mg/g)),PV23 (mm-1/(mg/g)),PG7 (mm-1/(mg/g)),PB15:3 (mm-1/(mg/g)),PO73 (mm-1/(mg/g)),Black (mm-1/(mg/g)),Ink (mm-1/(mg/g)),PW4 (mm-1/(mg/g)),PW6 (mm-1/(mg/g)),Al2O3 (mm-1/(mg/g))
940,0.032395948,0.015748479,0.021096618,0.002557869,0.050190579,0.028704538,0.014608085,0.009649215,0.027496242,0.006586895,0.013835387,0.026949598,0.023504049,0.023459408,0.019414121,0.094290585,0.040166302,0.033800229,0.237666178,0.011004764
939,0.032427624,0.01576545,0.021117238,0.002560313,0.050289525,0.028725796,0.014636884,0.009668665,0.027532591,0.006594563,0.013866669,0.026992084,0.023507572,0.023459592,0.019461589,0.094310935,0.040204937,0.033862351,0.238087229,0.011016013
938,0.032459034,0.015782256,0.021137584,0.002562787,0.050388834,0.028747054,0.014665467,0.009688115,0.02757028,0.006602232,0.01389781,0.027034921,0.023510942,0.023460068,0.019509056,0.094327797,0.040244185,0.033924744,0.23850828,0.011027402
937,0.032490957,0.015799228,0.021158294,0.002565231,0.050488143,0.028768311,0.014693691,0.009707564,0.027607075,0.006609759,0.013928915,0.027077407,0.023515491,0.023460252,0.019556523,0.094348148,0.04028282,0.033987296,0.238923436,0.011038792
936,0.032523146,0.015816034,0.021178639,0.002567583,0.050587452,0.028789569,0.014722274,0.009727191,0.027642867,0.006617427,0.01396002,0.027119662,0.023519732,0.023460881,0.019603991,0.094368499,0.040322453,0.034050119,0.239344488,0.011050182
935,0.032555336,0.01583307,0.021198985,0.002569973,0.050686761,0.028810826,0.014750857,0.009746641,0.027679812,0.006625096,0.013991302,0.027161918,0.02352434,0.023461065,0.019649559,0.094386249,0.040361088,0.034112943,0.239768375,0.011060902
934,0.032587258,0.015849833,0.021219695,0.002572362,0.050782734,0.02883286,0.014779441,0.009766091,0.027716383,0.006632764,0.014022584,0.027204174,0.023528795,0.02346154,0.019695128,0.094407506,0.04040072,0.034175766,0.240193969,0.011072292
933,0.03261996,0.015866595,0.02124068,0.002574721,0.050878708,0.028854893,0.014808239,0.009785764,0.02775072,0.006640291,0.014053979,0.027246079,0.023534264,0.023462783,0.019740696,0.094428745,0.040439355,0.034238589,0.240619563,0.011083681
932,0.032652662,0.015883841,0.02126159,0.00257711,0.050974681,0.028877219,0.014837038,0.009805437,0.027787481,0.00664796,0.014085375,0.027287754,0.023538401,0.023463412,0.019786265,0.0944447,0.040478988,0.034301684,0.241045157,0.011095386
931,0.032685712,0.015900812,0.02128221,0.002579554,0.05107399,0.02890032,0.014865836,0.00982511,0.027824052,0.006655628,0.014116947,0.027329441,0.023542538,0.023463596,0.019831834,0.094466845,0.040517623,0.034364778,0.24147075,0.011107232
930,0.032718414,0.015917783,0.021303194,0.002581959,0.051173745,0.028922795,0.014894925,0.009844783,0.027860624,0.006663297,0.014148342,0.027370898,0.023545459,0.023464072,0.019879301,0.094487196,0.040557255,0.034427873,0.241896344,0.011119077
929,0.032751464,0.015934864,0.021323814,0.002584365,0.051273054,0.028945897,0.014924014,0.009864675,0.027896897,0.006670965,0.01417985,0.027412354,0.023549394,0.023464408,0.019926768,0.094504039,0.040595891,0.034491238,0.2423115,0.011130923
928,0.032783654,0.015951835,0.021344724,0.002586771,0.051372363,0.028968664,0.014952813,0.00988439,0.02793336,0.006678634,0.014211564,0.027453811,0.023552315,0.023464884,0.019974236,0.094525297,0.040637013,0.034554604,0.242735388,0.011142768
927,0.032816191,0.015968597,0.021365709,0.002589145,0.051472481,0.02899114,0.014982261,0.009904283,0.027969932,0.006686302,0.014243391,0.027495486,0.023556769,0.023465068,0.020021703,0.094547442,0.040676645,0.03461797,0.243158145,0.011154439
926,0.032848381,0.015985843,0.021386694,0.00259155,0.051568818,0.029013173,0.01501135,0.009923998,0.028006504,0.006693971,0.014275076,0.027536931,0.023562238,0.023465697,0.02006917,0.094563397,0.040716278,0.034681336,0.243583739,0.011166639
925,0.032880918,0.016003088,0.021407314,0.002593956,0.051665155,0.029035832,0.015040149,0.009943713,0.028041029,0.00670164,0.014306903,0.027578375,0.023567389,0.023466034,0.020116637,0.094585543,0.040757015,0.034744702,0.244006496,0.011179295
924,0.032913374,0.01602006,0.021428589,0.002596346,0.051765273,0.029058492,0.015069238,0.009963386,0.02807779,0.006709308,0.014338907,0.02761982,0.023571844,0.023467124,0.020164105,0.0946068,0.040796648,0.034808067,0.244433795,0.011191281
923,0.032946424,0.016037305,0.021449574,0.002598736,0.051864946,0.029081152,0.015098327,0.009983059,0.028114362,0.006716977,0.014370734,0.027660683,0.023576299,0.023467308,0.020211572,0.094623643,0.04083628,0.034871433,0.244861095,0.011204077
922,0.032979126,0.016054551,0.021470193,0.002601125,0.051964618,0.029103811,0.015127125,0.010002732,0.028150825,0.006724645,0.014402739,0.027701329,0.023580234,0.023467645,0.020259039,0.094643994,0.040875913,0.034935229,0.245289525,0.011216733
921,0.033012177,0.016071796,0.021491468,0.002603484,0.052064737,0.029126471,0.015156429,0.010022405,0.028187586,0.006732314,0.01443482,0.027741974,0.023583155,0.023467829,0.020306507,0.094666139,0.04091593,0.034999025,0.245716825,0.011229175
920,0.033044878,0.016089042,0.021512743,0.002605873,0.052164855,0.029149572,0.015186093,0.010042521,0.028224158,0.006739983,0.014466937,0.027782619,0.023587609,0.023468013,0.020353974,0.094682982,0.040955562,0.035063092,0.246146961,0.011241971
919,0.033077929,0.016106453,0.021533363,0.002608241,0.052262001,0.029172673,0.015215397,0.010062459,0.028260919,0.006747651,0.014498876,0.027822696,0.023593078,0.023468641,0.020401441,0.094704221,0.040996684,0.035127159,0.246572555,0.011254768
918,0.033110118,0.016123698,0.021554638,0.002610609,0.052359593,0.029196109,0.015245061,0.010082575,0.02829768,0.006755462,0.014531106,0.027863123,0.023598547,0.023468978,0.020448908,0.094726366,0.041036701,0.035191497,0.246999855,0.011267564
917,0.033143435,0.016140944,0.021575913,0.002612978,0.052460157,0.02922017,0.015274365,0.010102513,0.028332205,0.00676313,0.014563046,0.02790355,0.023603002,0.023469454,0.020496376,0.094744116,0.041077823,0.035255836,0.247427154,0.011280816
916,0.033176485,0.016158355,0.021596898,0.002615346,0.052560276,0.029243605,0.015303814,0.010122852,0.028368668,0.006770799,0.014595163,0.027943627,0.023607457,0.023469791,0.020543843,0.094765354,0.041118945,0.035320174,0.247852748,0.011293754
915,0.033209802,0.0161756,0.021617883,0.002617682,0.052660757,0.029266599,0.015332903,0.010142748,0.028405619,0.006778468,0.014627534,0.027983473,0.023611392,0.023471326,0.02059131,0.094786612,0.041158962,0.035384512,0.248280048,0.011306691
914,0.033243119,0.016192846,0.021639158,0.002620056,0.052760876,0.029290034,0.015362566,0.010162822,0.028440145,0.006786136,0.014659906,0.028023888,0.023614312,0.02347151,0.020638778,0.094804362,0.041199976,0.035448851,0.248707347,0.011319628
913,0.033276948,0.016210256,0.021660143,0.00262243,0.052861358,0.029313469,0.01539187,0.010182895,0.028476906,0.006793805,0.014692164,0.028063953,0.023618767,0.023472138,0.020686245,0.094824712,0.041240714,0.035513619,0.249135778,0.01133288
912,0.033310265,0.016227711,0.021681127,0.002624805,0.052958504,0.029336905,0.015421825,0.010203234,0.028513667,0.006801615,0.014724713,0.028103787,0.023624236,0.023472475,0.020733712,0.094846858,0.041280731,0.035577957,0.249563077,0.011345817
911,0.033343582,0.016244956,0.021702402,0.00262721,0.053059431,0.029360966,0.015451488,0.01022335,0.028548192,0.006809426,0.014757084,0.028143621,0.023629705,0.023473565,0.020781179,0.094864608,0.041321745,0.035642567,0.249993214,0.011359424
910,0.033376899,0.016262367,0.021723677,0.002629616,0.053159913,0.029385469,0.015481658,0.010243465,0.028584953,0.006817095,0.014789456,0.028183237,0.02363416,0.023473902,0.020828647,0.094885846,0.041362867,0.035709567,0.250420513,0.011372676
909,0.033410462,0.016280096,0.021744662,0.002632022,0.053260841,0.029409531,0.015511322,0.010263581,0.028621714,0.006824763,0.014822005,0.028222502,0.023639629,0.023474239,0.020876114,0.094907992,0.041402884,0.035776566,0.250859381,0.011386879
908,0.033444127,0.016297825,0.021765937,0.002634427,0.053361769,0.029433592,0.015541276,0.010283742,0.02865643,0.006832432,0.014854808,0.028261537,0.023643563,0.023474423,0.020923581,0.094925741,0.041443898,0.035843566,0.251288387,0.011400097
907,0.033477444,0.01631551,0.021787212,0.002636795,0.053462696,0.029457654,0.01557094,0.010303816,0.028693191,0.0068401,0.014887611,0.028300572,0.023646484,0.023475666,0.020971049,0.09494698,0.04148502,0.035910837,0.251718523,0.011414301
906,0.033510761,0.016333403,0.021808487,0.002639132,0.053560206,0.029482157,0.015600749,0.010323978,0.028730141,0.006847769,0.014920414,0.028339388,0.023651953,0.023476295,0.021018516,0.094969125,0.041526142,0.035978538,0.252147529,0.011428504
905,0.033544938,0.016350858,0.021830037,0.002641468,0.053661133,0.029506219,0.015630703,0.010344316,0.028764667,0.00685558,0.014953217,0.028378423,0.023657422,0.023476479,0.021065983,0.094986875,0.041567156,0.036043849,0.252577665,0.011442392
904,0.033578522,0.016368269,0.021851951,0.002643805,0.053762424,0.02953028,0.015660658,0.010364655,0.028801617,0.00686339,0.01498602,0.028417228,0.023661877,0.023477107,0.02111345,0.095008113,0.041608278,0.036109431,0.253006671,0.011456595
903,0.033612351,0.016385679,0.0218735,0.002646142,0.05386327,0.029555117,0.015690827,0.010384994,0.028838378,0.006871201,0.015018681,0.028456263,0.023666332,0.02347835,0.021160918,0.095030259,0.041649785,0.036175013,0.253438513,0.011470798
902,0.033646529,0.016403299,0.021895415,0.002648516,0.053964561,0.029579954,0.015720996,0.010405333,0.028873093,0.006879011,0.015051597,0.028494729,0.0236718,0.023478534,0.021208385,0.095048008,0.041690799,0.036240324,0.25387625,0.011485001
901,0.033680625,0.016420544,0.021916674,0.002650852,0.054066298,0.02960435,0.01575131,0.010425672,0.028909854,0.00688668,0.015084691,0.028533534,0.023674721,0.023478871,0.021255852,0.095069247,0.041731813,0.036305906,0.254308092,0.011499345
900,0.033714455,0.016438438,0.021938314,0.002653189,0.054164699,0.029629187,0.01578148,0.010446011,0.028946805,0.006894349,0.015117784,0.028571988,0.023679494,0.023479208,0.02130332,0.095091392,0.041773319,0.036371919,0.25474583,0.011513689
899,0.033748633,0.016456332,0.021959589,0.002655525,0.05426599,0.029654024,0.015811649,0.010466573,0.02898152,0.006902017,0.015150877,0.028610223,0.023684963,0.023480451,0.021352686,0.095109142,0.041815439,0.036437931,0.255177672,0.011528032
898,0.033782216,0.016474226,0.021981503,0.002657893,0.054367727,0.029678419,0.015841818,0.010486912,0.02901847,0.006909686,0.015184225,0.028648229,0.023690432,0.023480788,0.021402052,0.095131268,0.041857558,0.036503943,0.255615409,0.011543046
897,0.033816046,0.01649212,0.022003053,0.002660224,0.054469018,0.029703257,0.015872278,0.010507251,0.029055421,0.006917354,0.015217318,0.028686452,0.023694886,0.023481417,0.021451418,0.095153414,0.041900062,0.036572186,0.256045545,0.01155753
896,0.033850223,0.016510014,0.022024967,0.002662592,0.054570309,0.029728094,0.015902663,0.010527813,0.029090136,0.006925165,0.015250553,0.028724458,0.023700355,0.023481753,0.021500784,0.095171163,0.041941184,0.036640159,0.256482505,0.011571874
895,0.033884668,0.016527699,0.022046517,0.00266496,0.054671964,0.029752931,0.015932832,0.010548375,0.029127086,0.006932976,0.0152839,0.028762463,0.02370429,0.023482997,0.02155015,0.09519329,0.041983303,0.036708402,0.256910936,0.011587343
894,0.033918764,0.016545593,0.022068431,0.002667328,0.054773618,0.029778728,0.015963292,0.010568714,0.029163847,0.006940786,0.015317248,0.028800687,0.023707211,0.023483181,0.021597617,0.095215435,0.042025807,0.036776646,0.25734619,0.011602497
893,0.033953454,0.016563487,0.022089706,0.002669627,0.054875355,0.029804634,0.015993821,0.010589276,0.029198563,0.006948597,0.015350773,0.028838462,0.02371268,0.023483517,0.021645084,0.095233185,0.042067206,0.036844889,0.257771208,0.011617437
892,0.033987899,0.016581381,0.02211162,0.002671964,0.05497701,0.029830097,0.01602435,0.010610103,0.029233278,0.006956407,0.015384298,0.028876237,0.023718149,0.023483854,0.021692551,0.095255311,0.042109325,0.036911173,0.258206462,0.011632591
891,0.034022856,0.016599274,0.02213317,0.0026743,0.05507911,0.029855894,0.01605481,0.010630619,0.029270526,0.006964218,0.015417936,0.028913662,0.023722921,0.023485097,0.021740019,0.095277456,0.042151829,0.036977728,0.258647612,0.011648201
890,0.0340573,0.016617168,0.022155084,0.002676653,0.055181211,0.029881691,0.016085844,0.010651182,0.029305241,0.006972029,0.015451461,0.028951086,0.023727376,0.023485434,0.021789385,0.095295206,0.042194332,0.037044011,0.259082866,0.011663496
889,0.034091745,0.016635337,0.022176634,0.002679005,0.055283311,0.029906529,0.016116588,0.010671744,0.029340146,0.006979839,0.01548524,0.028988062,0.023732845,0.023485771,0.021838751,0.095317332,0.042235731,0.037110566,0.259526851,0.011679106
888,0.034126189,0.016653505,0.022198822,0.002681395,0.055384966,0.029932326,0.016147263,0.010692525,0.029377096,0.00698765,0.015518878,0.029025487,0.023735766,0.023487014,0.021888117,0.095339478,0.042278235,0.037179081,0.259962106,0.0116944
887,0.034161146,0.016671673,0.022220737,0.002683748,0.055487512,0.029958123,0.016177938,0.010713087,0.029414047,0.00699546,0.015552657,0.029062463,0.023741552,0.023488257,0.021937483,0.095357227,0.042320738,0.037248297,0.260406091,0.011710151
886,0.034195591,0.016690006,0.022242941,0.0026861,0.055589612,0.029984362,0.016208973,0.010733649,0.029448951,0.007003129,0.015586295,0.029099306,0.023747021,0.023488594,0.021986849,0.09538026,0.042363242,0.037317513,0.260824286,0.011725902
885,0.034230548,0.016708548,0.022264856,0.002688437,0.055691713,0.030010601,0.016239502,0.010754389,0.029483667,0.007010798,0.015620364,0.029135701,0.02375249,0.023488931,0.022034316,0.095402406,0.042405746,0.037387,0.261268272,0.011741652
884,0.034265853,0.016726442,0.022287335,0.002690736,0.055793813,0.030037174,0.016270177,0.010775216,0.029520617,0.007018466,0.01565418,0.029172545,0.023756945,0.023490174,0.022083682,0.095420155,0.04244825,0.037456646,0.261703526,0.011757403
883,0.034301077,0.016744545,0.022309249,0.002693035,0.055896723,0.030063413,0.016301211,0.010796002,0.029555522,0.007026135,0.015687959,0.02920894,0.023762732,0.023490511,0.022133048,0.095443189,0.042490753,0.037524173,0.262147512,0.011773823
882,0.034335521,0.016762439,0.022330799,0.002695333,0.055999187,0.030089652,0.016332246,0.010816741,0.029590724,0.007033803,0.015722029,0.029245565,0.023765652,0.023490848,0.022182414,0.095466222,0.042533257,0.037593661,0.262582766,0.011790383
881,0.034370478,0.016780816,0.022352713,0.002697632,0.056101651,0.030115892,0.016363281,0.010837527,0.029627674,0.007041614,0.015756098,0.029282311,0.023770107,0.023492091,0.02223178,0.095483064,0.042576758,0.037663148,0.263026752,0.011806274
880,0.034404923,0.016798984,0.022374902,0.002699931,0.05620456,0.030142649,0.016394461,0.010858354,0.029664814,0.007049425,0.015790168,0.029318706,0.023775894,0.023493334,0.022281146,0.095506098,0.042620259,0.037732636,0.263462006,0.011822166
879,0.03443988,0.016817527,0.022396816,0.002702284,0.05630747,0.030169514,0.016425786,0.010879317,0.029699719,0.007057235,0.015824491,0.029355101,0.02378168,0.023493824,0.022330512,0.095529131,0.042663868,0.037802394,0.263905991,0.011838198
878,0.034475185,0.01683586,0.022418731,0.002704636,0.056409934,0.030196087,0.016457111,0.010900056,0.029734921,0.007065046,0.015858993,0.029391496,0.023786135,0.023494161,0.022379878,0.095551276,0.042706372,0.037872312,0.264341245,0.011854545
877,0.034510757,0.016854402,0.022441574,0.002706989,0.056512844,0.030223286,0.016488361,0.010921107,0.029771872,0.007072856,0.015893175,0.02942731,0.023791604,0.023495404,0.022429244,0.095573422,0.04274926,0.03794054,0.264785231,0.011870436
876,0.034546329,0.016872735,0.022463763,0.002709341,0.056615753,0.030250485,0.01651961,0.010942111,0.029806776,0.007080667,0.015927676,0.029463124,0.023795857,0.023495741,0.02247861,0.095596455,0.042792148,0.038010729,0.265223322,0.011887138
875,0.034582414,0.016891278,0.022485968,0.002711656,0.056721553,0.030277166,0.016550645,0.010963074,0.029841681,0.007089188,0.015961774,0.029499289,0.023800311,0.023496078,0.022527976,0.095619488,0.042835036,0.038080917,0.265667308,0.011904154
874,0.034617986,0.016909611,0.022508522,0.002713955,0.056824463,0.030304366,0.016581895,0.010984302,0.029879119,0.007097566,0.015996614,0.029534654,0.02380578,0.023497321,0.022577342,0.095641633,0.042878922,0.038151106,0.266111294,0.011920855
873,0.034653558,0.016928153,0.022531001,0.002716185,0.056927372,0.030331565,0.016613144,0.011005353,0.029916259,0.007105803,0.01603089,0.029570238,0.023811567,0.023498564,0.022626708,0.095660271,0.042923912,0.038221566,0.266558116,0.011937557
872,0.034689642,0.016946761,0.022552915,0.002718506,0.057030282,0.03035858,0.016644685,0.011026315,0.029951163,0.007113898,0.016065871,0.029605822,0.02381634,0.023499053,0.022676074,0.095683304,0.042968519,0.038291755,0.267002102,0.011954714
871,0.034725214,0.016965303,0.022575759,0.002720789,0.057133192,0.030386221,0.016676225,0.011047278,0.029986068,0.00712185,0.016100146,0.029641187,0.023821809,0.02349939,0.02272544,0.095706337,0.04301202,0.038360255,0.267446087,0.011971871
870,0.034760786,0.016983845,0.022597948,0.00272311,0.057236547,0.030413754,0.01670834,0.011068506,0.030023506,0.007128951,0.016135389,0.029676202,0.023825743,0.023500786,0.022776704,0.095724974,0.043055521,0.038430714,0.26789291,0.011988854
869,0.034796871,0.017002388,0.022620153,0.002725393,0.057339457,0.030441729,0.016740455,0.011089292,0.03005841,0.007136051,0.016169326,0.029711568,0.023830516,0.023501123,0.02282607,0.095748008,0.043099022,0.038501174,0.268331001,0.012006012
868,0.034832955,0.017021204,0.022642996,0.002727746,0.057442813,0.03046937,0.016771995,0.011110254,0.030093315,0.007143152,0.016204392,0.029746583,0.023835985,0.023501613,0.022875436,0.095771041,0.043142523,0.038571906,0.268774986,0.012023979
867,0.034868528,0.017039746,0.022665476,0.002730007,0.057545722,0.030497971,0.016803535,0.011131482,0.030128707,0.007150252,0.016238506,0.029781718,0.023841454,0.023502564,0.022924802,0.095789678,0.043186408,0.038642637,0.269213077,0.012041946
866,0.034904612,0.017058288,0.022687955,0.002732306,0.057652414,0.030525504,0.016835075,0.011152933,0.030166334,0.007157353,0.01627389,0.029816502,0.023846226,0.023503807,0.022976067,0.095812711,0.043231399,0.038713368,0.269659899,0.012059599
865,0.034940697,0.017077105,0.022710799,0.002734621,0.057755323,0.030554105,0.016866615,0.011173984,0.030201238,0.007165874,0.016308146,0.029851638,0.023852013,0.023504144,0.023025433,0.095835744,0.04327639,0.038784099,0.27009799,0.012077566
864,0.034976781,0.017095922,0.022733643,0.002736974,0.057858679,0.030581746,0.016898446,0.011195212,0.030236143,0.007174394,0.016343708,0.029886192,0.023857482,0.023505387,0.023074799,0.095854382,0.04332138,0.038855532,0.270541976,0.012095674
863,0.035012353,0.017114464,0.022755831,0.002739288,0.057961589,0.030610347,0.016930851,0.011216663,0.030271346,0.007182915,0.016379092,0.029920528,0.023863269,0.023506631,0.023126064,0.095877415,0.043366371,0.038926964,0.270988798,0.012113113
862,0.035048438,0.01713328,0.022778675,0.002741641,0.05806828,0.030638322,0.016963257,0.011238115,0.030308485,0.007191435,0.016414618,0.029955313,0.023869055,0.023506967,0.023177328,0.095900448,0.043410256,0.038998397,0.271435621,0.012130552
861,0.035084523,0.017152097,0.022801229,0.002743956,0.05817119,0.030667365,0.016995662,0.011259343,0.03034339,0.007199956,0.016450144,0.029989867,0.023874524,0.023508363,0.023226694,0.095923481,0.043454142,0.039072219,0.271896666,0.01214799
860,0.035120874,0.017170639,0.022824073,0.002746239,0.058274545,0.03069534,0.017028068,0.011280706,0.030378782,0.007207057,0.016485669,0.03002407,0.023880311,0.023509607,0.023277959,0.095946514,0.043498412,0.039144353,0.272340652,0.012166098
859,0.035157225,0.017189456,0.022846827,0.002748522,0.058377901,0.030724275,0.017060183,0.011302157,0.030414174,0.007214157,0.016521195,0.030058274,0.023886097,0.023509805,0.023329224,0.095970435,0.043542682,0.039215785,0.272787474,0.012184206
858,0.035194089,0.017208272,0.022869671,0.002750806,0.058488227,0.030753209,0.017092298,0.011323608,0.030449268,0.007221258,0.01655577,0.030092828,0.023890552,0.023511048,0.02337859,0.095993468,0.043586951,0.039287218,0.273225565,0.012202455
857,0.03523044,0.017227297,0.022892789,0.002753051,0.058595216,0.030782144,0.017124413,0.01134506,0.030484362,0.007228358,0.016591331,0.030126583,0.023896339,0.023512444,0.023427956,0.096016501,0.043632326,0.039361312,0.273672387,0.012220704
856,0.035266791,0.017246114,0.022915633,0.002755388,0.058702652,0.030811079,0.017157033,0.011366511,0.030519754,0.007236879,0.016627035,0.030160339,0.023902126,0.023512642,0.02347922,0.096036046,0.043677701,0.039433016,0.274119209,0.012239268
855,0.035302876,0.01726493,0.022938387,0.002757703,0.058809642,0.030840456,0.017189654,0.011387962,0.030554848,0.0072454,0.016662915,0.030194094,0.02390658,0.023513131,0.023528586,0.096059079,0.043722692,0.039503634,0.274566032,0.012257973
854,0.035339576,0.017283956,0.02296094,0.002759981,0.058919968,0.030869833,0.017222274,0.01140959,0.030589942,0.00725392,0.016698796,0.030227849,0.023910833,0.023514527,0.023577952,0.096082112,0.043767683,0.039577396,0.275012854,0.012276678
853,0.035376275,0.017303146,0.022984059,0.002762295,0.059023769,0.03089921,0.017254895,0.011431042,0.030627569,0.007262441,0.016734818,0.030261023,0.02391662,0.023514725,0.023629217,0.096101637,0.043812673,0.039652846,0.275476736,0.012295382
852,0.035413487,0.017322128,0.023006903,0.002764579,0.059127125,0.030928587,0.017287806,0.011452493,0.030662961,0.007270962,0.01677084,0.030294548,0.023921074,0.023515215,0.023680481,0.096125558,0.043857664,0.039726065,0.275923558,0.012314087
851,0.0354507,0.017341319,0.023030021,0.002766824,0.05923048,0.030957963,0.017320211,0.011474168,0.030698055,0.007278062,0.016805592,0.030328303,0.023926861,0.023516458,0.023731746,0.096149479,0.043902654,0.039799012,0.276370381,0.012333602
850,0.035487912,0.017360784,0.02305323,0.002769108,0.059337618,0.030987966,0.017352832,0.011495842,0.030733149,0.007285163,0.016841614,0.030361828,0.023932648,0.023517562,0.023783011,0.096168116,0.043948029,0.039873204,0.276817203,0.012352307
849,0.035524776,0.017379974,0.023076639,0.002771391,0.059441419,0.031017343,0.017385452,0.011517293,0.030768541,0.007292263,0.016877636,0.030395352,0.023937103,0.023517899,0.023834276,0.096192056,0.043993404,0.039946212,0.277264026,0.012371152
848,0.035561988,0.017399065,0.023099483,0.002773637,0.059545221,0.03104672,0.017418363,0.011538922,0.030803635,0.007299364,0.016913658,0.030428659,0.023942889,0.023519295,0.02388554,0.096215089,0.044038779,0.040017261,0.277710848,0.012390667
847,0.0355992,0.01741809,0.023122601,0.002776005,0.059649022,0.031076723,0.017450984,0.01156055,0.030838729,0.007307884,0.016949857,0.030461615,0.023948676,0.023520247,0.023936805,0.096239029,0.044085152,0.04008831,0.27815767,0.012410322
846,0.035636679,0.017437555,0.023145445,0.00277832,0.059756159,0.031106726,0.017483819,0.011582179,0.030874121,0.007316405,0.016986056,0.030494341,0.023954463,0.023521643,0.023986171,0.096262062,0.044131524,0.040164461,0.278604493,0.012429168
845,0.035674158,0.017456746,0.023168563,0.002780566,0.059859961,0.031137063,0.01751673,0.011604072,0.030909513,0.007324926,0.017022078,0.030527066,0.023960249,0.023523039,0.024037436,0.09628689,0.044177896,0.040240183,0.279068374,0.012448823
844,0.03571137,0.017476002,0.023192047,0.002782865,0.059963762,0.031167842,0.017549641,0.011625747,0.030946842,0.007333446,0.017058419,0.030559441,0.023966036,0.023524143,0.0240887,0.096310811,0.044224269,0.040314374,0.279515197,0.012468479
843,0.035748582,0.017495467,0.02321553,0.002785164,0.060070899,0.03119862,0.017582477,0.011647422,0.030982424,0.007341967,0.017094619,0.030592034,0.023971823,0.023525539,0.024139965,0.096334732,0.044270641,0.040388566,0.279962019,0.012488135
842,0.035786061,0.017514931,0.023238649,0.00278741,0.060182117,0.031229399,0.017615603,0.011669096,0.031018005,0.007349068,0.017130959,0.030624179,0.023977609,0.023526935,0.02419123,0.096354257,0.044316016,0.040464717,0.280425901,0.01250779
841,0.035823273,0.017534231,0.023262057,0.002789656,0.060289553,0.031260512,0.017648729,0.011690771,0.031053288,0.007356168,0.017168429,0.030656324,0.023982064,0.023527133,0.024244393,0.096378178,0.044361775,0.040535766,0.28087556,0.012527586
840,0.0358611,0.017553696,0.023285176,0.002791987,0.060396988,0.03129129,0.017681855,0.011712445,0.03108887,0.007363269,0.017204947,0.030688468,0.023987851,0.023528376,0.024295658,0.096402099,0.044408148,0.040607244,0.281325219,0.012547383
839,0.035898927,0.01757337,0.023308294,0.002794232,0.06050776,0.031321627,0.017714981,0.011734297,0.031124451,0.007370369,0.017241288,0.030720964,0.023993637,0.023529772,0.024346922,0.096421624,0.04445452,0.040683396,0.281789101,0.012567179
838,0.035936406,0.017592835,0.023331703,0.002796478,0.060615196,0.03135274,0.017748398,0.011756414,0.031159545,0.00737889,0.017278935,0.030752792,0.02399841,0.02352997,0.024398187,0.096446451,0.044500893,0.040759977,0.282244655,0.012586975
837,0.035973885,0.017612299,0.023355476,0.002798777,0.060718997,0.031383852,0.017781884,0.011778489,0.031194937,0.007387411,0.017315453,0.030784719,0.024004197,0.023531366,0.024449452,0.096470372,0.044547649,0.040834169,0.282691477,0.012606912
836,0.036012225,0.017631929,0.023379234,0.002801077,0.06082658,0.031414631,0.017815369,0.011800829,0.031230518,0.007395931,0.017352113,0.030816646,0.024009983,0.023532762,0.024500716,0.0964952,0.044594022,0.04091075,0.283155359,0.012627519
835,0.036050216,0.017651669,0.023403008,0.002803322,0.060934163,0.031445744,0.017848855,0.011822905,0.031265802,0.007404452,0.017389759,0.030848342,0.02401577,0.02353296,0.024551981,0.096519121,0.044640394,0.040987332,0.283610913,0.012647456
834,0.036088207,0.017671133,0.023426781,0.002805622,0.061038411,0.031477924,0.017882556,0.011845245,0.031299148,0.007412973,0.017426455,0.030879687,0.024021557,0.023534356,0.024605144,0.096543949,0.044687151,0.041061523,0.284060572,0.012668518
833,0.036126547,0.017690807,0.023450539,0.002807921,0.061142658,0.031509663,0.017916257,0.01186732,0.031334729,0.007420073,0.017463115,0.030911469,0.024027343,0.023535752,0.024656409,0.096567869,0.044733907,0.041137675,0.284527291,0.012688911
832,0.036164887,0.01771092,0.023474022,0.002810129,0.061250241,0.031541402,0.017949889,0.011889437,0.031370013,0.007427174,0.017500903,0.030943602,0.02403313,0.023536856,0.024709572,0.096592697,0.04478028,0.041214256,0.284974113,0.012709832
831,0.036202714,0.017730594,0.023497796,0.002812428,0.061358123,0.031573916,0.01798388,0.011911289,0.031405594,0.007434274,0.01753774,0.030975153,0.024038917,0.023538252,0.024760837,0.096612222,0.044828034,0.041288878,0.285423772,0.012730225
830,0.036241054,0.017750268,0.023521554,0.002814696,0.061466004,0.031606097,0.018017871,0.011933629,0.031441175,0.007442795,0.017574718,0.031006705,0.024044703,0.023539801,0.024814,0.09663705,0.04487479,0.041365459,0.285887654,0.012751428
