Wavelength (nm),PY3 (mm-1/(mg/g)),PY65 (mm-1/(mg/g)),PY74 (mm-1/(mg/g)),PY100 (mm-1/(mg/g)),PY154 (mm-1/(mg/g)),PY175 (mm-1/(mg/g)),PR122 (mm-1/(mg/g)),PR170 (mm-1/(mg/g)),PR202 (mm-1/(mg/g)),PV15 (mm-1/(mg/g)),PV19 (mm-1/(mg/g)),PV23 (mm-1/(mg/g)),PG7 (mm-1/(mg/g)),PB15:3 (mm-1/(mg/g)),PO73 (mm-1/(mg/g)),Black (mm-1/(mg/g)),Ink (mm-1/(mg/g)),PW4 (mm-1/(mg/g)),PW6 (mm-1/(mg/g)),Al2O3 (mm-1/(mg/g))
950,0,0,0,0,0.001345704,0,0,0.000852994,0,0,0,0,0,0.003563024,0.000745521,0.513167393,0.27329543,2.20E-06,1.21E-06,7.87E-07
949,0,0,0,0,0.001540806,0,0,0.000888988,0,0,0,0,0,0.003690823,0.000678054,0.51351494,0.27360757,2.21E-06,1.23E-06,7.94E-07
948,0,0,0,0,0.001631343,0,0,0.000898601,0,0,0,0,0,0.003733372,0.000721712,0.513797816,0.273916891,2.21E-06,1.24E-06,7.99E-07
947,0,0,0,0,0.001715227,0,0,0.000913353,0,0,0,0,0,0.003824857,0.000730692,0.514024052,0.274206066,2.22E-06,1.25E-06,8.04E-07
946,0,0,0,0,0.001734569,0,0,0.000918102,0,0,0,0,0,0.003922701,0.000752451,0.514126331,0.274394196,2.22E-06,1.26E-06,8.08E-07
945,0,0,0,0,0.001778237,0,0,0.000931315,0,0,0,0,0,0.003995408,0.000803659,0.514312897,0.27471306,2.22E-06,1.27E-06,8.15E-07
944,0,0,0,0,0.001799188,0,0,0.000949065,0,0,0,0,0,0.004086229,0.000825513,0.514495067,0.275010898,2.22E-06,1.30E-06,8.21E-07
943,0,0,0,0,0.001798836,0,0,0.000963471,0,0,0,0,0,0.0042254,0.000911619,0.514539218,0.275223417,2.22E-06,1.32E-06,8.26E-07
942,0,0,0,0,0.001827941,0,0,0.000971431,0,0,0,0,0,0.004324146,0.000950618,0.51472634,0.275468143,2.22E-06,1.36E-06,8.31E-07
941,0,0,0,0,0.001872787,0,0,0.000984591,0,0,0,0,0,0.004414649,0.001053394,0.51487345,0.275763695,2.23E-06,1.38E-06,8.37E-07
940,0,0,0,0,0.0018763,0,0,0.000985652,0,0,0,0,0,0.00454915,0.001078267,0.515015825,0.276013822,2.23E-06,1.41E-06,8.42E-07
939,0,0,0,0,0.001911631,0,0,0.000985307,0,0,0,0,0,0.004684271,0.00116029,0.515131377,0.276242924,2.23E-06,1.43E-06,8.48E-07
938,0,0,0,0,0.001934606,0,0,0.000979735,0,0,0,0,0,0.00477894,0.001194657,0.515269333,0.276424924,2.24E-06,1.44E-06,8.54E-07
937,0,0,0,0,0.001951698,0,0,0.00098284,0,0,0,0,0,0.004899579,0.001308768,0.515287024,0.276691037,2.24E-06,1.46E-06,8.60E-07
936,0,0,0,0,0.001975448,0,0,0.000994832,0,0,0,0,0,0.00501107,0.001390981,0.515491428,0.277050624,2.25E-06,1.48E-06,8.65E-07
935,0,0,0,0,0.002026598,0,0,0.001007408,0,0,0,0,0,0.005113574,0.001516105,0.515656015,0.277304725,2.25E-06,1.51E-06,8.69E-07
934,0,0,0,0,0.002038017,0,0,0.001019082,0,0,0,0,0,0.005236053,0.001588445,0.515811532,0.277622381,2.25E-06,1.52E-06,8.71E-07
933,0,0,0,0,0.002090634,0,0,0.001032666,0,0,0,0,0,0.005355673,0.001703126,0.515971875,0.277952178,2.25E-06,1.55E-06,8.76E-07
932,0,0,0,0,0.002120185,0,0,0.001046516,0,0,0,0,0,0.005468148,0.001789327,0.516136462,0.278176228,2.25E-06,1.58E-06,8.80E-07
931,0,0,0,0,0.002128981,0,0,0.001065486,0,0,0,0,0,0.005609425,0.001883882,0.516269744,0.278413266,2.26E-06,1.60E-06,8.85E-07
930,0,0,0,0,0.002130059,0,0,0.001072251,0,0,0,0,0,0.005743607,0.00195926,0.516345177,0.278591422,2.26E-06,1.62E-06,8.91E-07
929,0,0,0,0,0.002151794,0,0,0.001091911,0,0,0,0,0,0.005871621,0.002024385,0.516434291,0.278758527,2.26E-06,1.65E-06,8.95E-07
928,0,0,0,0,0.002165233,0,0,0.001105522,0,0,0,0,0,0.00601633,0.002163749,0.516523359,0.279063574,2.27E-06,1.67E-06,9.00E-07
927,0,0,0,0,0.002198174,0,0,0.001125951,0,0,0,0,0,0.00615645,0.002301404,0.516687969,0.27936958,2.27E-06,1.69E-06,9.05E-07
926,0,0,0,0,0.002222859,0,0,0.001124837,0,0,0,0,0,0.006281916,0.002383997,0.516816345,0.279544373,2.27E-06,1.72E-06,9.08E-07
925,0,0,0,0,0.002269703,0,0,0.001129825,0,0,0,0,0,0.006389359,0.002464122,0.517069552,0.279894467,2.27E-06,1.75E-06,9.10E-07
924,0,0,0,0,0.002320859,0,0,0.001132717,0,0,0,0,0,0.006528413,0.00256798,0.517309934,0.280176072,2.27E-06,1.78E-06,9.15E-07
923,0,0,0,0,0.002363033,0,0,0.001148875,0,0,0,0,0,0.006648099,0.002621903,0.517523408,0.280367436,2.27E-06,1.82E-06,9.19E-07
922,0,0,0,0,0.002399099,0,0,0.001151873,0,0,0,0,0,0.006779179,0.002689876,0.517678392,0.280635472,2.28E-06,1.87E-06,9.23E-07
921,0,0,0,0,0.002448509,0,0,0.001160469,0,0,0,0,0,0.006915918,0.002751394,0.5178213,0.280916728,2.28E-06,1.89E-06,9.28E-07
920,0,0,0,0,0.002473226,0,0,0.001179996,0,0,0,0,0,0.0070446,0.002828101,0.517795163,0.281174192,2.28E-06,1.92E-06,9.31E-07
919,0,0,0,0,0.002479265,0,0,0.001197401,0,0,0,0,0,0.007157282,0.002886771,0.517879325,0.281470225,2.29E-06,1.96E-06,9.34E-07
918,0,0,0,0,0.002499913,0,0,0.001195385,0,0,0,0,0,0.007275421,0.00291734,0.517972233,0.281805672,2.29E-06,2.00E-06,9.36E-07
917,0,0,0,0,0.002493878,0,0,0.001208704,0,0,0,0,0,0.007391198,0.002978857,0.518124233,0.282092081,2.29E-06,2.02E-06,9.39E-07
916,0,0,0,0,0.002516366,0,0,0.001215919,0,0,0,0,0,0.007483167,0.002986832,0.518212746,0.282317091,2.29E-06,2.06E-06,9.41E-07
915,0,0,0,0,0.002526888,0,0,0.001223261,0,0,0,0,0,0.007603763,0.00303335,0.518425387,0.282574556,2.29E-06,2.09E-06,9.45E-07
914,0,0,0,0,0.002522313,0,9.27E-06,0.001232809,0,0,0,0,0,0.007674093,0.00303354,0.518438489,0.282839957,2.30E-06,2.11E-06,9.47E-07
913,0,0,0,0,0.002555472,0,1.83E-05,0.001266815,0,0,0,0,0,0.00780261,0.00304797,0.51848787,0.283069059,2.30E-06,2.13E-06,9.50E-07
912,0,0,0,0,0.002550284,0,1.83E-05,0.00126188,0,0,0,0,0,0.007879152,0.002959301,0.518576213,0.283214907,2.30E-06,2.15E-06,9.52E-07
911,0,0,0,0,0.002561377,0,2.17E-05,0.001286555,0,0,0,0,0,0.00800054,0.002854113,0.51874123,0.28345506,2.29E-06,2.16E-06,9.52E-07
910,0,0,0,0,0.002569818,0,2.17E-05,0.001297931,0,0,0,0,0,0.00807296,0.002807216,0.51875933,0.283577948,2.29E-06,2.18E-06,9.52E-07
909,0,0,0,0,0.002577079,0,1.24E-05,0.001301855,0,0,0,0,0,0.008156789,0.002765824,0.518928312,0.28375274,2.29E-06,2.20E-06,9.54E-07
908,0,0,0,0,0.002502147,0,3.40E-06,0.001281751,0,0,0,0,0,0.008170574,0.002601777,0.519051969,0.283856888,2.28E-06,2.20E-06,9.53E-07
907,0,0,0,0,0.00249492,0,3.40E-06,0.001289645,0,0,0,0,0,0.008215895,0.002576904,0.5189629,0.28409164,2.27E-06,2.17E-06,9.52E-07
906,0,0,0,0,0.00247133,0,0,0.001261151,0,0,0,0,0,0.008220985,0.002645637,0.518820571,0.284195788,2.27E-06,2.17E-06,9.53E-07
905,0,0,0,0,0.00244849,0,0,0.001256807,0,0,0,0,0,0.008241179,0.00261222,0.518795137,0.284403267,2.26E-06,2.15E-06,9.52E-07
904,0,0,0,0,0.002431155,0,0,0.001241387,0,0,0,0,0,0.008267845,0.00255355,0.518756346,0.284469925,2.26E-06,2.15E-06,9.52E-07
903,0,0,0,0,0.002426041,0,0,0.00121979,0,0,0,0,0,0.008313301,0.002523551,0.518721718,0.284584527,2.25E-06,2.13E-06,9.51E-07
902,0,0,0,0,0.002429502,0,0,0.001204976,0,0,0,0,0,0.008331231,0.002427477,0.518806992,0.284650339,2.24E-06,2.14E-06,9.51E-07
901,0,0,0,0,0.002341537,0,0,0.001193005,0,0,0,0,0,0.008372979,0.002274822,0.518802936,0.284816484,2.23E-06,2.11E-06,9.48E-07
900,0,0,0,0,0.002297596,0,0,0.001159708,0,0,0,0,0,0.008403051,0.002110016,0.518776198,0.284882414,2.23E-06,2.08E-06,9.47E-07
899,0,0,0,0,0.002271955,0,0,0.001137795,0,0,0,0,0,0.008414859,0.001946349,0.518785761,0.285005183,2.22E-06,2.05E-06,9.46E-07
898,0,0,0,0,0.002264985,0,0,0.001130181,0,0,0,0,0,0.008437389,0.001845718,0.518768263,0.285181899,2.22E-06,2.01E-06,9.42E-07
897,0,0,0,0,0.00219929,0,0,0.001112744,0,0,0,0,0,0.008471774,0.001738632,0.518551334,0.285300943,2.21E-06,1.97E-06,9.40E-07
896,0,0,0,0,0.002158687,0,0,0.001100625,0,0,0,0,0,0.008502588,0.001607622,0.518538963,0.285403533,2.20E-06,1.93E-06,9.39E-07
895,0,0,0,0,0.002120755,0,0,0.001084686,0,0,0,0,0,0.008515132,0.001542497,0.518583285,0.285608494,2.20E-06,1.91E-06,9.38E-07
894,0,0,0,0,0.002046429,0,0,0.001064133,0,0,0,0,0,0.008520028,0.001521042,0.518374252,0.285661465,2.19E-06,1.86E-06,9.34E-07
893,0,0,0,0,0.001949447,0,0,0.001049328,0,0,0,0,0,0.008539397,0.001405791,0.518215258,0.28582857,2.18E-06,1.83E-06,9.33E-07
892,0,0,0,0,0.001899605,0,0,0.001037521,0,0,0,0,0,0.008567502,0.001266997,0.518429566,0.285941964,2.17E-06,1.78E-06,9.31E-07
891,0,0,0,0,0.00187704,0,0,0.001028023,0,0,0,0,0,0.008584025,0.001269465,0.518349113,0.286088658,2.16E-06,1.76E-06,9.31E-07
890,0,0,0,0,0.001807565,0,0,0.001019453,0,0,0,0,0,0.008639016,0.001213454,0.51839905,0.286115902,2.16E-06,1.73E-06,9.29E-07
889,0,0,0,0,0.001750185,0,0,0.001021204,0,0,0,0,0,0.008754845,0.001084571,0.518612904,0.286370731,2.15E-06,1.69E-06,9.30E-07
888,0,0,0,0,0.001703851,0,0,0.001023009,0,0,0,0,0,0.008811619,0.001108304,0.51879964,0.286587822,2.14E-06,1.65E-06,9.28E-07
887,0,0,0,0,0.001624686,0,0,0.001026511,0,0,0,0,0,0.008730399,0.001188239,0.518772539,0.286669636,2.14E-06,1.64E-06,9.31E-07
886,0,0,0,0,0.001572228,0,0,0.001022557,0,0,0,0,2.06E-05,0.008928588,0.001144,0.518817121,0.28681391,2.14E-06,1.62E-06,9.31E-07
885,0,0,0,0,0.001539396,0,0,0.001026431,0,0,0,0,2.06E-05,0.008987338,0.001070311,0.518688813,0.287097333,2.14E-06,1.59E-06,9.33E-07
884,0,0,0,0,0.001525432,0,0,0.001036699,0,0,0,0,2.06E-05,0.00909852,0.001139576,0.518919037,0.287399715,2.14E-06,1.61E-06,9.38E-07
883,0,0,0,0,0.00151559,0,0,0.001048824,0,0,0,0,4.05E-05,0.009253783,0.001270965,0.518883853,0.287491503,2.15E-06,1.63E-06,9.46E-07
882,0,0,0,0,0.001546346,0,0,0.001053308,0,0,0,0,9.27E-05,0.009576576,0.001333622,0.518852696,0.287931595,2.15E-06,1.66E-06,9.50E-07
881,0,0,0,0,0.001554715,0,0,0.001052167,0,0,0,0,0.000138793,0.009607274,0.001398937,0.518999938,0.288174644,2.15E-06,1.69E-06,9.56E-07
880,0,0,0,0,0.001586023,0,0,0.001063788,0,0,0,0,0.000205574,0.009792852,0.00153756,0.519456375,0.288418743,2.15E-06,1.72E-06,9.61E-07
879,0,0,0,0,0.001620097,0,0,0.001065565,0,0,0,0,0.000299724,0.009914978,0.001673317,0.519412853,0.288554121,2.15E-06,1.76E-06,9.65E-07
878,0,0,0,0,0.001645991,0,0,0.001047922,0,0,0,0,0.000403493,0.010059635,0.00174186,0.519386864,0.288810857,2.15E-06,1.78E-06,9.69E-07
877,0,0,0,0,0.001691023,0,0,0.001056674,0,0,0,0,0.000486766,0.01020402,0.001737113,0.519483936,0.288868965,2.14E-06,1.78E-06,9.70E-07
876,0,0,0,0,0.001729832,0,0,0.001072331,0,0,0,0,0.000580977,0.010349938,0.001804137,0.519616617,0.289182398,2.15E-06,1.81E-06,9.74E-07
875,0,0,0,0,0.001731022,0,0,0.001087846,0,0,0,0,0.000703508,0.010488789,0.001861667,0.519355474,0.28926516,2.15E-06,1.81E-06,9.76E-07
874,0,0,0,0,0.001734361,0,0,0.001107149,0,0,0,0,0.000806495,0.010659055,0.001940463,0.519542619,0.289546037,2.15E-06,1.80E-06,9.80E-07
873,0,0,0,0,0.001784243,0,0,0.001139441,0,0,0,0,0.000906213,0.010818053,0.001940273,0.519696298,0.289828952,2.15E-06,1.81E-06,9.84E-07
872,0,0,0,0,0.001781509,0,0,0.001138035,0,0,0,0,0.000987369,0.010940605,0.002049638,0.520009407,0.290249227,2.15E-06,1.83E-06,9.88E-07
871,0,0,0,0,0.00179317,0,0,0.00114692,0,0,0,0,0.001080644,0.011072994,0.002105079,0.519978364,0.290484109,2.15E-06,1.84E-06,9.92E-07
870,0,0,0,0,0.001823802,0,0,0.001174678,0,0,0,0,0.001165022,0.011200992,0.002207229,0.520226784,0.291004831,2.15E-06,1.91E-06,9.97E-07
869,0,0,0,0,0.001860205,0,0,0.001168455,0,0,0,0,0.001262286,0.011322168,0.00221995,0.520048176,0.291076073,2.15E-06,1.90E-06,9.99E-07
868,0,0,0,0,0.001850426,0,0,0.001158137,0,0,0,0,0.001337765,0.011438319,0.002040524,0.520183103,0.291333306,2.14E-06,1.95E-06,9.97E-07
867,0,0,0,0,0.001827242,0,0,0.001172789,0,0,0,0,0.00146065,0.011567226,0.001968943,0.519977672,0.291473749,2.14E-06,1.99E-06,9.98E-07
866,0,0,0,0,0.001819944,0,0,0.001164688,0,0,0,0,0.001576016,0.011665538,0.00182806,0.519900254,0.291601789,2.14E-06,1.99E-06,9.95E-07
865,0,0,0,0,0.001840418,0,0,0.001124442,0,0,0,0,0.0016719,0.011781446,0.001708822,0.519933634,0.291734898,2.14E-06,1.97E-06,9.93E-07
864,0,0,0,0,0.001785179,0,0,0.001108416,0,0,0,0,0.001787113,0.011911897,0.001545915,0.519776324,0.291956418,2.13E-06,1.99E-06,9.90E-07
863,0,0,0,0,0.001768705,0,0,0.001089627,0,0,0,0,0.001941141,0.012078203,0.001646545,0.519896787,0.292084922,2.13E-06,1.96E-06,9.89E-07
862,0,0,0,0,0.00179804,0,0,0.001088397,0,0,0,0,0.002050831,0.012227592,0.001598888,0.520069218,0.292482207,2.12E-06,1.94E-06,9.91E-07
861,0,0,0,0,0.00174524,0,0,0.001112468,0,0,0,0,0.002159294,0.012385695,0.001576484,0.520160407,0.292561633,2.11E-06,1.93E-06,9.93E-07
860,0,0,0,0,0.001725204,0,0,0.001107027,0,0,0,0,0.002311327,0.012611355,0.001404728,0.520114833,0.292611093,2.10E-06,1.93E-06,9.92E-07
859,0,0,0,0,0.001682573,0,0,0.001087102,0,0,0,0,0.0024382,0.012759503,0.00123115,0.520118576,0.292932226,2.09E-06,1.95E-06,9.91E-07
858,0,0,0,0,0.001584195,0,0,0.001098377,0,0,0,0,0.002537305,0.012900334,0.000967801,0.520027613,0.293197395,2.08E-06,1.90E-06,9.89E-07
857,0,0,0,0,0.001494897,0,0,0.00106429,0,0,0,0,0.002665866,0.013044858,0.000835462,0.519904841,0.292888451,2.07E-06,1.85E-06,9.86E-07
856,0,0,0,0,0.001521482,0,0,0.000998228,0,0,0,0,0.002833547,0.013191671,0.000704699,0.519498398,0.293186758,2.06E-06,1.82E-06,9.82E-07
855,0,0,0,0,0.001447157,0,0,0.00097228,0,0,0,0,0.002940629,0.013285927,0.000546385,0.519430457,0.293504548,2.05E-06,1.73E-06,9.81E-07
854,0,0,0,0,0.001412433,0,0,0.000965912,0,0,0,0,0.003141459,0.013440998,0.000461209,0.519234669,0.293416812,2.04E-06,1.65E-06,9.78E-07
853,0,0,0,0,0.001413099,0,0,0.000942007,0,0,0,0,0.003317578,0.013493842,0.000373869,0.518899506,0.293307659,2.03E-06,1.63E-06,9.75E-07
852,0,0,0,0,0.001338341,0,0,0.000948561,0,0,0,0,0.003569584,0.013594066,0.000170255,0.518514622,0.293382774,2.03E-06,1.58E-06,9.73E-07
851,0,0,0,0,0.001255718,0,0,0.000919482,0,0,0,0,0.003775924,0.013827555,0.000201147,0.518460454,0.293430331,2.03E-06,1.57E-06,9.72E-07
850,0,0,0,0,0.00114839,0,0,0.000912504,0,0,0,0,0.004093999,0.014029991,0.000182428,0.518455463,0.293400626,2.03E-06,1.62E-06,9.68E-07
849,0,0,0,0,0.001112798,0,0,0.000950179,0,0,0,0,0.00443707,0.01423772,0.000145175,0.518905286,0.293786075,2.02E-06,1.63E-06,9.71E-07
848,0,0,0,0,0.001011586,0,0,0.000933756,0,0,0,0,0.004799514,0.014588369,0.000145175,0.518956924,0.29399626,2.02E-06,1.61E-06,9.69E-07
847,0,0,0,0,0.00103256,0,0,0.00091269,0,0,0,0,0.005172594,0.01485135,0.000144111,0.519399766,0.294575136,2.02E-06,1.61E-06,9.69E-07
846,0,0,0,0,0.000990266,0,0,0.000991224,0,0,0,0,0.005565806,0.015023214,0,0.519928851,0.294918082,2.01E-06,1.56E-06,9.70E-07
845,0,0,0,0,0.001011466,0,0,0.000991303,0,0,0,0,0.006163039,0.015208349,0,0.52004354,0.295098512,2.01E-06,1.49E-06,9.74E-07
844,0,0,0,0,0.000994781,0,0,0.000969361,0,0,0,0,0.006696541,0.015432187,0,0.519740079,0.29524098,2.01E-06,1.45E-06,9.71E-07
843,0,0,0,0,0.000985376,0,0,0.000966602,0,0,0,0,0.007390336,0.015644996,0,0.519397503,0.295318424,2.00E-06,1.40E-06,9.78E-07
842,0,0,0,0,0.000957197,0,0,0.00095384,0,0,0,0,0.008142117,0.015986606,2.65E-05,0.519341395,0.295426054,1.99E-06,1.42E-06,9.78E-07
841,0,0,0,0,0.000880076,0,0,0.00088454,0,0,0,0,0.009038253,0.016368812,2.65E-05,0.519446106,0.295290151,2.00E-06,1.44E-06,9.83E-07
840,0,0,0,0,0.000805722,0,0,0.000876978,0,0,0,0,0.009913493,0.016711289,2.65E-05,0.51913632,0.295739773,2.00E-06,1.45E-06,9.85E-07
839,0,0,0,0,0.000745668,0,0,0.00083856,0,0,0,0,0.010737507,0.017133334,6.89E-05,0.519386271,0.296182424,2.00E-06,1.44E-06,9.89E-07
838,0,0,0,0,0.000716204,0,0,0.00081232,0,0,0,0,0.0116103,0.017485099,6.89E-05,0.519882373,0.296759553,2.00E-06,1.54E-06,9.87E-07
837,0,0,0,0,0.000663093,0,0,0.000782074,0,0,0,0,0.012576394,0.017832543,4.23E-05,0.519953614,0.29712128,2.00E-06,1.50E-06,9.91E-07
836,0,0,0,0,0.000655202,0,0,0.000806722,0,0,0,0,0.013647777,0.018089021,4.23E-05,0.519709069,0.297532659,1.99E-06,1.48E-06,9.92E-07
835,0,0,0,0,0.000597456,0,0,0.000822456,0,0,0,0,0.014655421,0.018531961,4.95E-05,0.519831937,0.298099103,1.98E-06,1.49E-06,9.93E-07
834,0,0,0,0,0.000615173,0,0,0.000841877,0,0,0,0,0.015797513,0.018857295,7.16E-06,0.519803595,0.297888364,1.99E-06,1.54E-06,9.97E-07
833,0,0,0,0,0.000795646,0,0,0.000845114,0,0,0,0,0.016832449,0.019267097,7.16E-06,0.519629559,0.297817459,2.00E-06,1.52E-06,1.00E-06
832,0,0,0,0,0.000760357,0,0,0.000874245,0,0,0,0,0.017921823,0.019665015,1.44E-05,0.519581681,0.297994057,2.01E-06,1.51E-06,1.01E-06
831,0,0,0,0,0.000786373,0,0,0.000871592,0,0,0,0,0.018994807,0.020078186,1.44E-05,0.519890553,0.298538903,2.00E-06,1.49E-06,1.01E-06
830,0,0,0,0,0.000842711,0,0,0.000865649,0,0,0,0,0.020066677,0.020347536,7.24E-06,0.520050926,0.298559432,2.01E-06,1.51E-06,1.01E-06
829,0,0,0,0,0.000818498,0,0,0.000897832,0,0,0,0,0.021232486,0.02082223,7.24E-06,0.520275806,0.29964498,1.99E-06,1.44E-06,1.01E-06
828,0,0,0,0,0.000743531,0,0,0.000893216,0,0,0,0,0.022500895,0.021177426,0.000131169,0.520785532,0.300322484,1.99E-06,1.48E-06,1.01E-06
827,0,0,0,0,0.000797181,0,0,0.000944077,0,0,0,0,0.023895579,0.021717396,0.000123928,0.520558768,0.300287572,1.98E-06,1.52E-06,1.01E-06
826,0,0,0,0,0.00080796,0,0,0.000948242,0,0,0,0,0.025188528,0.022333993,0.000123928,0.520530135,0.300238488,1.98E-06,1.52E-06,1.01E-06
825,0,0,0,0,0.000771859,0,0,0.000966931,0,0,0,0,0.02653518,0.022909711,0.000181762,0.520823324,0.300474406,1.99E-06,1.48E-06,1.00E-06
824,0,0,0,0,0.000828283,0,0,0.000945264,0,0,0,0,0.02807049,0.023263743,0.000247893,0.520603339,0.300168603,1.99E-06,1.57E-06,1.01E-06
823,0,0,0,0,0.000781944,0,0,0.001036326,0,0,0,0,0.029745017,0.0238336,0.000123966,0.520183724,0.300113613,1.99E-06,1.54E-06,1.02E-06
822,0,0,0,0,0.000843336,0,0,0.001080754,0,0,0,0,0.031201514,0.024210204,0.000123966,0.520658442,0.300731915,1.99E-06,1.58E-06,1.02E-06
821,0,0,0,0,0.000942105,0,0,0.001192277,0,0,0,0,0.032822595,0.02464246,0.000154326,0.520282572,0.301014395,1.99E-06,1.69E-06,1.03E-06
820,0,0,0,0,0.001042296,0,0,0.00117993,0,0,0,0,0.034568679,0.025268682,9.65E-05,0.520499387,0.301135712,1.99E-06,1.73E-06,1.04E-06
819,0,0,0,0,0.001102899,0,0,0.001179912,0,0,0,0,0.036191938,0.025902284,3.04E-05,0.520313151,0.300982615,1.99E-06,1.76E-06,1.03E-06
818,0,0,0,0,0.001083692,0,0,0.001238631,0,0,0,0,0.037886471,0.026567139,0.000163933,0.520952762,0.301225058,1.99E-06,1.80E-06,1.03E-06
817,0,0,0,0,0.001122536,0,0,0.001145427,0,0,0,0,0.039639434,0.027251188,0.000367093,0.52140156,0.301513273,1.99E-06,1.81E-06,1.03E-06
816,0,0,0,0,0.001070622,0,0,0.001040759,0,0,0,0,0.04155818,0.027921153,0.000425098,0.521314159,0.301805769,2.00E-06,1.80E-06,1.04E-06
815,0,0,0,0,0.001162435,0,0,0.001029926,0,0,0,0,0.043299582,0.028434627,0.000536893,0.520766617,0.302218668,2.00E-06,1.79E-06,1.04E-06
814,0,0,0,0,0.001208592,0,0,0.001118541,0,0,0,0,0.045220866,0.029162962,0.000539449,0.521694613,0.30375459,2.00E-06,1.72E-06,1.04E-06
813,0,0,0,0,0.001266937,0,0,0.001097445,0,0,0,0,0.047033619,0.02972796,0.000485203,0.521271017,0.303628888,2.00E-06,1.76E-06,1.05E-06
812,0,0,0,0,0.001201889,0,0,0.001186705,0,0,0,0,0.048988354,0.03029279,0.000360934,0.521071229,0.303455293,2.01E-06,1.76E-06,1.05E-06
811,0,0,0,0,0.001329673,0,0,0.001356067,0,0,0,0,0.050697614,0.030912955,0.000377889,0.522287934,0.304139703,1.99E-06,1.72E-06,1.04E-06
810,0,0,0,0,0.00122937,0,0,0.001431173,0,0,0,0,0.052715409,0.031594068,0.000676781,0.522717621,0.304368138,1.99E-06,1.77E-06,1.04E-06
809,0,0,0,0,0.001142023,0,0,0.001427721,0,0,0,0,0.05466194,0.032107316,0.000674225,0.522726605,0.304002291,1.99E-06,1.81E-06,1.04E-06
808,0,0,0,0,0.001203065,0,0,0.001411123,0,0,0,0,0.056937239,0.032894951,0.000930207,0.522584497,0.305055808,1.98E-06,1.86E-06,1.04E-06
807,0,0,0,0,0.001188237,0,0,0.001384146,0,0,0,0,0.058999134,0.033604579,0.000979003,0.522016099,0.305306001,1.97E-06,1.85E-06,1.03E-06
806,0,0,0,0,0.000902351,0,0,0.001275347,0,0,0,0,0.061303754,0.034155464,0.001075704,0.521219303,0.305250715,1.97E-06,1.93E-06,1.04E-06
805,0,0,0,0,0.000970742,0,0,0.001282445,0,0,0,0,0.063434779,0.034920599,0.000773337,0.521214233,0.305166126,1.97E-06,1.99E-06,1.03E-06
804,0,0,0,0,0.000902701,0,0,0.001318739,0,0,0,0,0.065467701,0.035608911,0.000905334,0.520531287,0.304823088,1.97E-06,2.04E-06,1.04E-06
803,0,0,0,0,0.001062585,0,0,0.001325179,0,0,0,0,0.067174441,0.03618931,0.000952232,0.520277604,0.304707249,1.97E-06,2.06E-06,1.04E-06
802,0,0,0,0,0.001079955,0,0,0.001301942,0,0,0,0,0.069271213,0.036914516,0.001184537,0.520629005,0.305559575,1.97E-06,2.12E-06,1.03E-06
801,0,0,0,0,0.001464071,0,0,0.00154842,0,0,0,0,0.071953529,0.038087532,0.001135399,0.520443756,0.306026167,1.95E-06,2.11E-06,1.05E-06
800,0,0,0,0,0.001643046,0,0,0.001758159,0,0,0,0,0.074769595,0.038986693,0.001027078,0.520133334,0.306793249,1.94E-06,2.07E-06,1.07E-06
799,0,0,0,0,0.001852876,0,0,0.001957586,0,0,0,0,0.077651376,0.040155286,0.000967535,0.520196975,0.307949989,1.94E-06,1.99E-06,1.10E-06
798,0,0,0,0,0.001817291,0,0,0.002156626,0,0,0,0,0.080814024,0.041271519,0.00061979,0.521014548,0.308804532,1.94E-06,1.98E-06,1.12E-06
797,0,0,0,0,0.001990267,0,0,0.002441973,0,0,0,0,0.083945183,0.04238849,0.000427339,0.520675238,0.309299349,1.94E-06,1.99E-06,1.15E-06
796,0,0,0,0,0.001866607,0,0,0.002394708,0,0,0,0,0.086263999,0.043338925,0.000274456,0.521210051,0.3099361,1.94E-06,1.98E-06,1.15E-06
795,0,0,0,0,0.001862532,0,0,0.002458533,0,0,0,0,0.088511681,0.044526178,0.000274456,0.521573319,0.310275261,1.94E-06,2.01E-06,1.15E-06
794,0,0,0,0,0.001889758,0,0,0.002446803,0,0,0,0,0.090997327,0.045581463,0.000300867,0.521771462,0.310428199,1.94E-06,2.06E-06,1.15E-06
793,0,0,0,0,0.001878676,0,0,0.00249118,0,0,0,0,0.093126579,0.046646578,0.000275324,0.521819323,0.310513478,1.93E-06,1.99E-06,1.14E-06
792,0,0,0,0,0.001961934,0,0,0.00251738,0,0,0,0,0.095121341,0.04780212,0.0001753,0.521996213,0.310637691,1.92E-06,1.98E-06,1.14E-06
791,0,0,0,0,0.002172808,0,0,0.002588027,0,0,0,0,0.09728324,0.049005248,0.000224059,0.52168573,0.310796527,1.91E-06,1.98E-06,1.14E-06
790,0,0,0,0,0.002015246,0,0,0.002546051,0,0,0,0,0.099282782,0.05025555,0.000323531,0.521603524,0.311149139,1.92E-06,1.98E-06,1.14E-06
789,0,0,0,0,0.002068057,0,0,0.0025431,0,0,0,0,0.100882903,0.051547646,0.000304696,0.521401031,0.31137281,1.91E-06,1.91E-06,1.14E-06
788,0,0,0,0,0.002039672,0,0,0.00259409,0,0,0,0,0.102489022,0.052851126,0.000319531,0.521515476,0.311944567,1.91E-06,1.89E-06,1.14E-06
