Wavelength (nm),PY3 (mm-1/(mg/g)),PY65 (mm-1/(mg/g)),PY74 (mm-1/(mg/g)),PY100 (mm-1/(mg/g)),PY154 (mm-1/(mg/g)),PY175 (mm-1/(mg/g)),PR122 (mm-1/(mg/g)),PR170 (mm-1/(mg/g)),PR202 (mm-1/(mg/g)),PV15 (mm-1/(mg/g)),PV19 (mm-1/(mg/g)),PV23 (mm-1/(mg/g)),PG7 (mm-1/(mg/g)),PB15:3 (mm-1/(mg/g)),PO73 (mm-1/(mg/g)),Black (mm-1/(mg/g)),Ink (mm-1/(mg/g)),PW4 (mm-1/(mg/g)),PW6 (mm-1/(mg/g)),Al2O3 (mm-1/(mg/g))
442,0.804698123,0.471999987,0.657288098,0.191207618,0.432052099,0.421286751,0.061926113,0.160394077,0.050843234,0.000807407,0.057991374,0.016499113,0.14556271,0.051434287,0.317859959,0.520813507,0.477990955,1.69E-06,2.40E-06,1.67E-06
441,0.830608478,0.471682071,0.669643124,0.191551055,0.440204826,0.437368386,0.061178459,0.159600925,0.04965685,0.000828087,0.057073359,0.016442924,0.149040735,0.053743009,0.310246206,0.520714257,0.478856909,1.69E-06,2.39E-06,1.68E-06
440,0.855980624,0.471122567,0.681284613,0.191934275,0.448657713,0.454023814,0.060442895,0.158842871,0.048548162,0.000852224,0.056197964,0.016450276,0.152488917,0.056288049,0.302480557,0.520584027,0.479726968,1.69E-06,2.41E-06,1.68E-06
439,0.880174891,0.470166002,0.692074203,0.19225381,0.45727552,0.471243302,0.05979644,0.158147232,0.047493297,0.000877226,0.055349771,0.016537766,0.155882578,0.058964552,0.294638961,0.520543023,0.48062925,1.69E-06,2.41E-06,1.68E-06
438,0.903739812,0.468940385,0.702229561,0.192534022,0.465996912,0.488872698,0.059175464,0.157519315,0.046437281,0.00090266,0.054526314,0.016647018,0.159246332,0.061858877,0.286835338,0.520382765,0.481461718,1.69E-06,2.42E-06,1.69E-06
437,0.926404714,0.467317996,0.711444352,0.192776856,0.475038885,0.506873412,0.058604125,0.156912537,0.045448019,0.000925435,0.053732699,0.016807373,0.162699687,0.064898177,0.279278546,0.520589898,0.482592719,1.69E-06,2.45E-06,1.69E-06
436,0.948331491,0.465304148,0.720015869,0.192988771,0.484199428,0.525518112,0.05805152,0.15638308,0.044477522,0.000948043,0.052940983,0.017012147,0.166234469,0.068127939,0.27174074,0.520553557,0.483632051,1.69E-06,2.46E-06,1.69E-06
435,0.969054921,0.462972385,0.727686473,0.193160504,0.493432037,0.544431671,0.057566791,0.155949656,0.043556608,0.000976569,0.052230677,0.017314747,0.169819597,0.071370137,0.264582673,0.520628882,0.484457294,1.68E-06,2.46E-06,1.70E-06
434,0.98936831,0.460452953,0.735083937,0.193303692,0.502974729,0.563708939,0.057085641,0.155579434,0.042742921,0.001001271,0.051552805,0.017685195,0.173679489,0.074641778,0.257557514,0.520770026,0.485274353,1.68E-06,2.48E-06,1.70E-06
433,1.008945614,0.457508091,0.741333473,0.193383413,0.51260166,0.583417121,0.056640398,0.155238355,0.041833511,0.001028734,0.050875024,0.018068549,0.177816588,0.077785554,0.250779185,0.520823973,0.486329292,1.68E-06,2.49E-06,1.70E-06
432,1.02770077,0.454353153,0.747060142,0.19340778,0.522310843,0.603673759,0.056318448,0.154938091,0.04101985,0.001055697,0.050244181,0.018594532,0.181884699,0.08042247,0.244304647,0.520490421,0.487086176,1.68E-06,2.49E-06,1.70E-06
431,1.045453471,0.451183183,0.752012826,0.193450968,0.532261523,0.624132065,0.056023161,0.154641774,0.04033584,0.00108798,0.049659125,0.019140524,0.186135297,0.082577045,0.238152886,0.520610278,0.487962382,1.68E-06,2.52E-06,1.70E-06
430,1.062429072,0.447745135,0.756384587,0.193415199,0.54245382,0.645122906,0.055726711,0.154344593,0.039621189,0.001119864,0.049020185,0.019647927,0.190449378,0.084220465,0.232134034,0.520458448,0.488811155,1.68E-06,2.54E-06,1.71E-06
429,1.0789906,0.444053066,0.759728828,0.193367043,0.552535783,0.666573237,0.055518015,0.154017332,0.038911383,0.001150219,0.048425334,0.020226398,0.194610635,0.085450752,0.226343024,0.520226891,0.489836686,1.68E-06,2.56E-06,1.71E-06
428,1.094237932,0.439995737,0.76229718,0.193277465,0.562947409,0.688495828,0.055290513,0.153653471,0.038286093,0.001185394,0.047846423,0.020816687,0.198633492,0.086571788,0.221026688,0.519967939,0.490451074,1.69E-06,2.59E-06,1.71E-06
427,1.108392577,0.435925581,0.764069657,0.19323151,0.573664437,0.710751707,0.055042057,0.153320854,0.037634911,0.001225257,0.047270697,0.021410338,0.202805788,0.08804324,0.215786299,0.519931813,0.491312717,1.69E-06,2.61E-06,1.71E-06
426,1.122014048,0.431458364,0.764985166,0.193085988,0.584367671,0.733438609,0.054870041,0.152953266,0.037004618,0.001259136,0.046716038,0.022065816,0.206903868,0.090114188,0.21079274,0.519610939,0.492154893,1.69E-06,2.65E-06,1.71E-06
425,1.134840086,0.426622745,0.764832243,0.192927191,0.594986868,0.756240301,0.054714405,0.152568727,0.036412518,0.001293713,0.046181641,0.022744169,0.210799412,0.09270297,0.205970064,0.519586645,0.493155686,1.69E-06,2.68E-06,1.72E-06
424,1.146405229,0.421769787,0.764025422,0.192794041,0.606140387,0.77978672,0.054669771,0.152131006,0.035881665,0.00133218,0.04564918,0.023402699,0.21482177,0.095892767,0.20137523,0.51958086,0.494171622,1.70E-06,2.66E-06,1.72E-06
423,1.157011004,0.416802645,0.762210936,0.192673546,0.617296203,0.803354713,0.054734405,0.15170914,0.035426783,0.001372842,0.045114304,0.024148422,0.218799092,0.099708127,0.196856344,0.519667133,0.495311886,1.70E-06,2.69E-06,1.72E-06
422,1.166685904,0.411484134,0.759444132,0.192432237,0.62851461,0.827150563,0.054866002,0.151229658,0.035054135,0.001408449,0.044615114,0.024875658,0.222768868,0.103666309,0.192489353,0.519630576,0.496498144,1.71E-06,2.72E-06,1.72E-06
421,1.174890978,0.406057441,0.755829272,0.192239855,0.639767929,0.851154443,0.055053645,0.150702579,0.034662192,0.001450906,0.044134545,0.025740754,0.226765805,0.107311704,0.18814135,0.519608121,0.497486096,1.72E-06,2.77E-06,1.73E-06
420,1.181580907,0.400474168,0.751258607,0.191946141,0.651198085,0.875592789,0.055290861,0.150093732,0.034342786,0.001495291,0.043623997,0.026568277,0.230947853,0.110683793,0.183945241,0.51953127,0.498659921,1.73E-06,2.85E-06,1.73E-06
419,1.186560979,0.394713734,0.745515923,0.191610232,0.662652641,0.899665582,0.055577264,0.149468916,0.034110729,0.001544663,0.043177328,0.027495953,0.235060981,0.11331594,0.17976812,0.519411725,0.499436606,1.74E-06,2.97E-06,1.73E-06
418,1.190552788,0.388906786,0.739332711,0.191220985,0.674265946,0.923970419,0.055971594,0.14869575,0.033959651,0.001586554,0.042766266,0.028471365,0.239055183,0.115036706,0.175439103,0.519190667,0.500422024,1.76E-06,3.08E-06,1.73E-06
417,1.193388421,0.383103578,0.732425016,0.190882627,0.685996524,0.948260979,0.056365188,0.147931558,0.033833827,0.001637023,0.042351091,0.029464315,0.243139011,0.116253913,0.17114806,0.519048758,0.501173507,1.77E-06,3.21E-06,1.74E-06
416,1.19446896,0.377204709,0.724310206,0.190419912,0.697645459,0.972704254,0.056814511,0.147116253,0.033820586,0.001679347,0.041975945,0.030369859,0.247200923,0.117228721,0.166800056,0.519191825,0.50221259,1.79E-06,3.36E-06,1.75E-06
415,1.194042605,0.371372616,0.715613212,0.189991946,0.709255777,0.996637212,0.057344089,0.146190913,0.033804771,0.001718978,0.041671931,0.031413748,0.251218352,0.118206882,0.162395092,0.519280491,0.503131743,1.90E-06,3.69E-06,1.76E-06
414,1.192898659,0.36554478,0.706440462,0.189562735,0.72082748,1.020824794,0.057838249,0.145220075,0.033814553,0.001761434,0.041367286,0.032360369,0.255271738,0.119676105,0.15821797,0.5194275,0.504370432,2.01E-06,4.11E-06,1.77E-06
413,1.190180219,0.359704743,0.696366799,0.189045659,0.73225381,1.044584174,0.058325078,0.144257943,0.033916505,0.001803326,0.041130136,0.033233313,0.259546318,0.12176385,0.153983888,0.519350241,0.505416159,2.18E-06,4.74E-06,1.78E-06
412,1.18605321,0.353896165,0.685715377,0.188581691,0.744037599,1.068270133,0.058866048,0.143218101,0.034020003,0.00184422,0.040953754,0.034197979,0.26369913,0.124673385,0.149749806,0.51952489,0.506435821,2.52E-06,5.87E-06,1.78E-06
411,1.180999517,0.348204172,0.674704636,0.188071886,0.755709709,1.091103456,0.059384534,0.142112488,0.034060151,0.001885779,0.040818421,0.035181825,0.267932492,0.128247769,0.145800527,0.519622813,0.50770079,3.16E-06,7.90E-06,1.79E-06
410,1.175626208,0.34272745,0.663360923,0.187595115,0.767292306,1.114040113,0.059957487,0.141003133,0.034343674,0.001936314,0.040805002,0.036257366,0.272012313,0.132231553,0.141851249,0.519208122,0.508655604,4.40E-06,1.21E-05,1.79E-06
409,1.168569597,0.337416403,0.651426117,0.187047383,0.778699496,1.136179127,0.060445724,0.13984395,0.034475342,0.001977541,0.040784329,0.037231882,0.276065171,0.136906328,0.137882983,0.51891845,0.509521571,6.82E-06,2.04E-05,1.80E-06
408,1.160914334,0.332313511,0.639382977,0.186582132,0.79036971,1.158524259,0.061006038,0.138749201,0.034583318,0.002025417,0.040898167,0.038407478,0.280206915,0.142006235,0.134123574,0.519014109,0.510849188,1.16E-05,3.85E-05,1.80E-06
407,1.15184244,0.327409012,0.627010807,0.185929901,0.801163145,1.179549362,0.061547343,0.137570318,0.034767869,0.002065978,0.041027356,0.039492242,0.284168879,0.14714888,0.130554034,0.519024705,0.512217273,2.10E-05,7.77E-05,1.81E-06
406,1.142085801,0.322756788,0.614193039,0.185302242,0.812065987,1.20000607,0.062136124,0.136386945,0.035053325,0.002115184,0.04120585,0.040528121,0.288121134,0.152713937,0.127060441,0.518876438,0.513164514,3.93E-05,0.000164345,1.82E-06
405,1.1314146,0.318354555,0.60115047,0.184673982,0.823003234,1.219939547,0.062696753,0.135138367,0.035266173,0.002153418,0.041384271,0.041670709,0.292193044,0.158727765,0.123718744,0.519132498,0.514468926,7.50E-05,0.000352507,1.83E-06
404,1.120251462,0.314300121,0.587662596,0.183936938,0.833836039,1.23881978,0.063388147,0.133920426,0.035640564,0.002200962,0.041657145,0.043043477,0.296263404,0.164955839,0.120718811,0.519255225,0.515737084,0.000142821,0.000758247,1.83E-06
403,1.107802863,0.310699694,0.573867583,0.183166308,0.844100013,1.255647457,0.064094116,0.132600852,0.036096076,0.002241856,0.041859629,0.044319124,0.300310997,0.171523428,0.117756852,0.519271782,0.516639931,0.000265958,0.001592328,1.84E-06
402,1.09545054,0.307609879,0.559865722,0.182346932,0.854380854,1.2724909,0.065043787,0.131259184,0.036676894,0.002293056,0.042098274,0.045736693,0.304558518,0.178660117,0.115079697,0.51904972,0.517695205,0.000476384,0.003209158,1.85E-06
401,1.082567276,0.30508611,0.546061053,0.181623913,0.864479133,1.2889383,0.066072165,0.129855458,0.037375729,0.002341847,0.042297868,0.047325498,0.308720878,0.186245933,0.112364568,0.519008501,0.51886517,0.000793515,0.005972884,1.86E-06
400,1.068498996,0.303117588,0.532006043,0.180759882,0.874417823,1.303688307,0.067338678,0.128495287,0.038154401,0.002404904,0.042483191,0.048841222,0.312774289,0.194336517,0.110048164,0.519449261,0.520131229,0.001202969,0.010062901,1.87E-06
399,1.054196921,0.301923442,0.518251035,0.179811454,0.883958166,1.317317752,0.068888051,0.12709127,0.03918068,0.002473702,0.042655871,0.050513709,0.31706313,0.2028953,0.107788721,0.51975443,0.521376523,0.001635516,0.015080549,1.88E-06
398,1.03985173,0.301392609,0.504399093,0.178788819,0.893878093,1.330185272,0.070555773,0.125580097,0.040276323,0.002543853,0.042777175,0.052214672,0.321144031,0.212016638,0.105662187,0.520305097,0.522928788,0.00202809,0.020357307,1.89E-06
397,1.024830155,0.301799906,0.490591098,0.177884629,0.903523296,1.341822116,0.072398679,0.124078779,0.041436128,0.002626506,0.042914287,0.054110166,0.325431327,0.22175931,0.103630587,0.5208131,0.52426899,0.002337005,0.025291106,1.90E-06
396,1.009101098,0.302964065,0.476804673,0.176715263,0.912519584,1.351605574,0.074535235,0.122626304,0.042761616,0.002711976,0.043100596,0.05609219,0.329742481,0.2322288,0.101921764,0.521499829,0.525857684,0.002584966,0.029805595,1.91E-06
395,0.99335973,0.305248253,0.463244953,0.175562232,0.921519947,1.361191483,0.076761401,0.121136248,0.044299783,0.002801163,0.043311095,0.058236324,0.334248403,0.243456844,0.100193955,0.521489541,0.527189642,0.002792526,0.033898936,1.92E-06
394,0.977436095,0.308084998,0.44959734,0.174402926,0.930115992,1.368393861,0.079132914,0.119654008,0.04587619,0.002887754,0.043573202,0.060562518,0.338520896,0.255367814,0.098447159,0.521962897,0.528639288,0.002989864,0.037663561,1.93E-06
393,0.961329923,0.312088465,0.436265746,0.173332961,0.938870443,1.375328741,0.081678431,0.118155782,0.047604756,0.002980863,0.044028545,0.063203258,0.3431612,0.268288468,0.096943395,0.521743593,0.529713023,0.00321207,0.041230944,1.94E-06
392,0.94517443,0.316706098,0.423126696,0.172133758,0.947062168,1.381147759,0.08424224,0.116679572,0.049529454,0.003084037,0.044552505,0.066004137,0.347568161,0.282076916,0.095690259,0.521768073,0.531082746,0.003480823,0.044601927,1.95E-06
391,0.929115433,0.32222891,0.41008671,0.170844807,0.955022708,1.385122409,0.086760667,0.115215778,0.05133328,0.003180112,0.045230678,0.069122977,0.352210093,0.296774972,0.094626991,0.521662239,0.531932492,0.003822465,0.047778572,1.96E-06
390,0.913675645,0.328483301,0.397260234,0.169532949,0.96278647,1.387814995,0.089140035,0.113750384,0.053041294,0.003278246,0.04604073,0.072487329,0.356806363,0.312009239,0.093713721,0.521981026,0.533489893,0.004279205,0.05066763,1.98E-06
389,0.897489347,0.335317992,0.384645013,0.168214061,0.970070953,1.389627369,0.09129586,0.112282818,0.054577574,0.003365603,0.046993737,0.075892076,0.361643039,0.328008071,0.093275123,0.522111735,0.534841362,0.004903777,0.053500255,2.00E-06
388,0.88131746,0.342554342,0.372139932,0.166745363,0.976437189,1.390484703,0.0931634,0.110966024,0.055966673,0.003484126,0.048099268,0.07959967,0.366459563,0.344746425,0.093261832,0.522967793,0.53641743,0.005757962,0.055962362,2.02E-06
387,0.866098943,0.350424146,0.359897995,0.165161118,0.983236422,1.388945799,0.094799021,0.109651533,0.057122549,0.003589266,0.049352119,0.083470083,0.371412732,0.361823362,0.093480182,0.523343693,0.537827645,0.007004399,0.058284744,2.04E-06
386,0.851042291,0.358275259,0.347843442,0.163670538,0.989452229,1.387235104,0.096189908,0.108434588,0.058188015,0.003708098,0.050770651,0.08742529,0.376392311,0.379312551,0.093856123,0.523591993,0.539482411,0.008801363,0.060355698,2.07E-06
385,0.836371115,0.366364383,0.336105313,0.162143833,0.995365012,1.384511202,0.097407665,0.107294192,0.059183049,0.003856826,0.05236155,0.091611745,0.381654565,0.397277198,0.094636485,0.52400648,0.540870089,0.011368708,0.062331524,2.09E-06
384,0.823223198,0.37462187,0.324568589,0.160680313,1.001074197,1.3822425,0.098458478,0.106193145,0.059940643,0.004017919,0.054041577,0.095825084,0.386791352,0.415608436,0.09564469,0.523942794,0.542400643,0.014939209,0.063975628,2.12E-06
383,0.810394096,0.382447229,0.313412459,0.159002662,1.004866403,1.376533037,0.099321823,0.105187388,0.060814965,0.004175533,0.05574195,0.099882627,0.391903312,0.433949474,0.097009849,0.524110172,0.543746287,0.01964808,0.065661024,2.16E-06
382,0.798265095,0.389895522,0.302318338,0.157479774,1.008575068,1.37221547,0.100167346,0.104254381,0.061667084,0.004336012,0.057507644,0.103793408,0.397190319,0.452674954,0.098557283,0.524439782,0.545194913,0.025506568,0.067116094,2.21E-06
381,0.787602052,0.396712937,0.291636528,0.15582026,1.012505197,1.365707651,0.101082323,0.103374519,0.062499583,0.004514107,0.059075241,0.107679996,0.402535099,0.471337852,0.100744576,0.524892323,0.546540365,0.03246877,0.068417469,2.26E-06
380,0.778360633,0.402749179,0.280879831,0.154061885,1.01468244,1.357911916,0.102272025,0.102690343,0.063517098,0.004679905,0.060476066,0.111275098,0.408059154,0.490345599,0.103269836,0.525057687,0.547913485,0.039836611,0.069629337,2.31E-06
379,0.771526219,0.408703869,0.270991293,0.152334177,1.018426266,1.349848254,0.103751558,0.10227994,0.065153375,0.004863758,0.061822368,0.114805669,0.413697087,0.509257274,0.106326729,0.5257117,0.549289716,0.04742038,0.070722443,2.36E-06
378,0.76705149,0.413718434,0.26129411,0.150671079,1.021399223,1.344032262,0.105809784,0.102017425,0.066926875,0.005048208,0.062974043,0.118134123,0.419322343,0.527679955,0.109763361,0.525969332,0.550763689,0.054979322,0.071697423,2.42E-06
377,0.763934894,0.417590784,0.251947935,0.148726647,1.022105785,1.334181901,0.10820298,0.101966559,0.068925162,0.005266781,0.06386292,0.12115293,0.42507516,0.545609055,0.113446822,0.525940297,0.552309007,0.062081128,0.072648833,2.49E-06
376,0.763326631,0.42183211,0.242998067,0.146956326,1.022407852,1.32549308,0.110938651,0.102138454,0.071217543,0.005462179,0.06460833,0.12372684,0.430672285,0.562961066,0.117377114,0.526261586,0.554037912,0.067402308,0.073458355,2.55E-06
375,0.766204796,0.425347893,0.234594103,0.145181137,1.023739175,1.316597047,0.11430561,0.102535722,0.073903171,0.005686427,0.065309017,0.125971499,0.435940994,0.57913373,0.12140234,0.526547958,0.555361029,0.072378585,0.074096703,2.62E-06
374,0.770904444,0.428193371,0.22630761,0.143431846,1.023674398,1.30719138,0.118042897,0.103166461,0.076626967,0.005916476,0.065927958,0.12794214,0.441039632,0.594004916,0.125636422,0.526539967,0.556595407,0.076255607,0.074861945,2.69E-06
373,0.778676312,0.431090529,0.218512995,0.141633997,1.023441787,1.29501109,0.122174829,0.104129787,0.079726432,0.006164143,0.066513378,0.129546961,0.446177596,0.607850509,0.129737596,0.526379476,0.558185587,0.080539916,0.075558188,2.77E-06
372,0.79030046,0.434184183,0.211088916,0.140000997,1.023369344,1.284225109,0.126689415,0.105421959,0.083017172,0.006417299,0.067262266,0.130938275,0.450948786,0.620111465,0.134142561,0.527067323,0.559551116,0.08225432,0.076141269,2.85E-06
371,0.80282047,0.436930837,0.203958357,0.138411955,1.023656283,1.273425374,0.131400052,0.10687493,0.086548039,0.006695203,0.068120659,0.132337549,0.455673101,0.63173902,0.138667776,0.527019949,0.56080895,0.085391623,0.076975083,2.94E-06
370,0.819416171,0.439175322,0.196868579,0.136561745,1.019429627,1.259287593,0.136355217,0.108687362,0.09002724,0.007014653,0.069141849,0.133166159,0.460400398,0.641259117,0.143066411,0.528430443,0.562602019,0.083742723,0.077479727,3.03E-06
